0,-0.214824,0.662756,-1.0
1,-0.061569000000000006,-0.091875,1.0
2,0.406933,0.648055,-1.0
3,0.22365,0.130142,1.0
4,0.231317,0.7669060000000001,-1.0
5,-0.7488,-0.531637,-1.0
6,-0.557789,0.375797,-1.0
7,0.207123,-0.019463,1.0
8,0.286462,0.7194699999999999,-1.0
9,0.1953,-0.179039,1.0
10,-0.152696,-0.15303,1.0
11,0.384471,0.6533359999999999,-1.0
12,-0.11728,-0.15321700000000002,1.0
13,-0.238076,0.000583,1.0
14,-0.413576,0.145681,1.0
15,0.490767,-0.680029,-1.0
16,0.19989400000000002,-0.199381,1.0
17,-0.356048,0.53796,-1.0
18,-0.392868,-0.12526099999999998,1.0
19,0.353588,-0.070617,1.0
20,0.020984,0.9257200000000001,-1.0
21,-0.475167,-0.34624699999999997,-1.0
22,0.074952,0.042783,1.0
23,0.394164,-0.058217,1.0
24,0.6634180000000001,0.436525,-1.0
25,0.402158,0.5777439999999999,-1.0
26,-0.449349,-0.038074000000000004,1.0
27,0.61908,-0.088188,-1.0
28,0.26806599999999997,-0.071621,1.0
29,-0.015165000000000001,0.35932600000000003,1.0
30,0.5393680000000001,-0.37497199999999997,-1.0
31,-0.319153,0.6296729999999999,-1.0
32,0.6944239999999999,0.64118,-1.0
33,0.07952200000000001,0.193198,1.0
34,0.253289,-0.28586100000000003,1.0
35,-0.035558,-0.010086,1.0
36,-0.403483,0.474466,-1.0
37,-0.034312,0.995685,-1.0
38,-0.590657,0.438051,-1.0
39,-0.098871,-0.023953,1.0
40,-0.25000100000000003,0.141621,1.0
41,-0.012998,0.525985,-1.0
42,0.153738,0.49153100000000005,-1.0
43,0.38821500000000003,-0.656567,-1.0
44,0.049007999999999996,0.013499,1.0
45,0.068286,0.392741,1.0
46,0.7478,-0.06663,-1.0
47,0.004621,-0.042932,1.0
48,-0.7016,0.19098299999999999,-1.0
49,0.055413,-0.024380000000000002,1.0
50,0.035398,-0.33368200000000003,1.0
51,0.21179499999999998,0.024689,1.0
52,-0.045676999999999995,0.172907,1.0
53,0.595222,0.20956999999999998,-1.0
54,0.229465,0.250409,1.0
55,-0.089293,0.06819800000000001,1.0
56,0.3843,-0.17657,1.0
57,0.8349120000000001,-0.110321,-1.0
58,-0.307768,0.503038,-1.0
59,-0.7770630000000001,-0.348066,-1.0
60,0.01739,0.15244100000000002,1.0
61,-0.29338200000000003,-0.13977799999999999,1.0
62,-0.203272,0.286855,1.0
63,0.9578120000000001,-0.152444,-1.0
64,0.004609,-0.070617,1.0
65,-0.7554310000000001,0.096711,-1.0
66,-0.526487,0.5472819999999999,-1.0
67,-0.246873,0.8337129999999999,-1.0
68,0.185639,-0.066162,1.0
69,0.851934,0.456603,-1.0
70,-0.8279120000000001,0.117122,-1.0
71,0.233512,-0.10627400000000001,1.0
72,0.583671,-0.709033,-1.0
73,-0.487023,0.6251399999999999,-1.0
74,-0.44893900000000003,0.176725,1.0
75,0.155907,-0.166371,1.0
76,0.334204,0.381237,-1.0
77,0.081536,-0.10621199999999999,1.0
78,0.22722199999999998,0.5274369999999999,-1.0
79,0.7592899999999999,0.33071999999999996,-1.0
80,0.204177,-0.023516,1.0
81,0.577939,0.40378400000000003,-1.0
82,-0.568534,0.44294799999999995,-1.0
83,-0.01152,0.021165,1.0
84,0.87572,0.422476,-1.0
85,0.297885,-0.6328739999999999,-1.0
86,-0.015821,0.031226,1.0
87,0.541359,-0.205969,-1.0
88,-0.689946,-0.508674,-1.0
89,-0.343049,0.8416530000000001,-1.0
90,0.5239020000000001,-0.43615600000000004,-1.0
91,0.249281,-0.7118399999999999,-1.0
92,0.193449,0.5745979999999999,-1.0
93,-0.257542,-0.753885,-1.0
94,-0.021605000000000003,0.15808,1.0
95,0.6015590000000001,-0.7270409999999999,-1.0
96,-0.791603,0.095651,-1.0
97,-0.9082979999999999,-0.053376,-1.0
98,0.12202,0.850966,-1.0
99,-0.725568,-0.292022,-1.0
